sample_id	source_repo	source_accession	organism	tissue	organ	ecotype	developmental_stage	spaceflight_condition	gravity	light_regime	tropism_type	hardware	mission	growth_temperature	genotype	assay_type	raw_file	processed_file
Atha_Col-0_root_GC_Alight_Rep3_GSM2493761_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Col-0_root_GC_dark_Rep1_GSM2493768_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Col-0_root_GC_dark_Rep2_GSM2493769_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Col-0_root_GC_dark_Rep3_GSM2493770_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Space Flight			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Space Flight			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Space Flight			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_FLT_dark_Rep1_GSM2493789_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Space Flight			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_FLT_dark_Rep2_GSM2493790_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Space Flight			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_FLT_dark_Rep3_GSM2493791_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Space Flight			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_GC_Alight_Rep1_GSM2493762_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_GC_Alight_Rep2_GSM2493763_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_GC_Alight_Rep3_GSM2493764_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_GC_dark_Rep1_GSM2493771_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_GC_dark_Rep2_GSM2493772_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ws_root_GC_dark_Rep3_GSM2493773_Day13	OSDR	OSD-120	Arabidopsis thaliana		root			Ground Control			gravitropism	petri dish				RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-120_unnormalized_counts.csv
Atha_Ler-0_sShoots_FLT_Rep1	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_FLT_Rep2	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_FLT_Rep3	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_GC_Rep1	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_GC_Rep2	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_GC_Rep3	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_FLT_Rep1	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_FLT_Rep2	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_FLT_Rep3	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_GC_Rep1	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_GC_Rep2	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_GC_Rep3	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_FLT_Rep1	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_FLT_Rep2	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_FLT_Rep3	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Space Flight			gravitropism	BRIC-PDFU				microarray		
Atha_Ler-0_sShoots_GC_Rep1	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_GC_Rep2	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Ler-0_sShoots_GC_Rep3	OSDR	OSD-121	Arabidopsis thaliana		shoot	Landsberg ecotype		Ground Control			gravitropism	Orbital Environmental Simulator (OES)				microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep1	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep2	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep3	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep4	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep1	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep2	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep3	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep4	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			ARG1 KO	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep1	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep2	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep3	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep4	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep5	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Space Flight			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_GC_Rep1	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_GC_Rep2	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_GC_Rep3	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_GC_Rep4	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_GC_Rep5	OSDR	OSD-147	Arabidopsis thaliana		hypocotyl		14 {day}	Ground Control			gravitropism	BRIC			Wild Type	microarray		
Atha_Col-0_UdCC_FLT_BB2	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_UdCC_FLT_BB3	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_UdCC_FLT_BB4	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_UdCC_FLT_BB5	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_UdCC_FLT_BG2	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_UdCC_FLT_BG3	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_UdCC_GC_BB2	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_UdCC_GC_BB3	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_UdCC_GC_BB4	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_UdCC_GC_BB5	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_UdCC_GC_BG2	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_UdCC_GC_BG3	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_sl_FLT_BA1	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_sl_FLT_BA2	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_sl_FLT_BA3	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_sl_FLT_BA4	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_sl_FLT_BA5	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_sl_FLT_BG1	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Space Flight			gravitropism					microarray		
Atha_Col-0_sl_GC_BA1	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_sl_GC_BA2	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_sl_GC_BA3	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_sl_GC_BA4	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_sl_GC_BA5	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
Atha_Col-0_sl_GC_BG1	OSDR	OSD-17	Arabidopsis thaliana		seedling	Col-0	7 {day}	Ground Control			gravitropism					microarray		
GSM2516735	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516736	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516737	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516738	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516739	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516740	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516741	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516742	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516743	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516744	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516745	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516746	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516747	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516748	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516749	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516750	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516751	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516752	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516753	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516754	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516755	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516756	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516757	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516758	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Col-0	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516759	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516760	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516761	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516762	OSDR	OSD-193	Arabidopsis thaliana		seedling			Ground Control			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516763	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516764	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516765	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
GSM2516766	OSDR	OSD-193	Arabidopsis thaliana		seedling			Space Flight			phototropism	Vegetable Production System (Veggie)			Sku6	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-193_unnormalized_counts.csv
Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep1	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			HSFA2 KO	microarray		
Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep2	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			HSFA2 KO	microarray		
Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep3	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			HSFA2 KO	microarray		
Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep1	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Ground Control			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			HSFA2 KO	microarray		
Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep2	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Ground Control			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			HSFA2 KO	microarray		
Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep3	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Ground Control			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			HSFA2 KO	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep1	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep2	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep3	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep4	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_FLT_Rep5	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Space Flight			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			Wild Type	microarray		
Atha_Col-0_HypocotylCC_WT_GC_Rep1	OSDR	OSD-205	Arabidopsis thaliana		hypocotyl	Col-0	14 {day}	Ground Control			phototropism	BRIC-LED (Biological Research In a Canister - Light Emitting Diode)			Wild Type	microarray		
